IQRAccX,IQRAccY,IQRAccZ,IQRGyroX,IQRGyroY,IQRGyroZ,IQRMagX,IQRMagY,IQRMagZ,KurtosisAccX,KurtosisAccY,KurtosisAccZ,KurtosisGyroX,KurtosisGyroY,KurtosisGyroZ,KurtosisMagX,KurtosisMagY,KurtosisMagZ,Label,MADAccX,MADAccY,MADAccZ,MADGyroX,MADGyroY,MADGyroZ,MADMagX,MADMagY,MADMagZ,MaxAccX,MaxAccY,MaxAccZ,MaxGyroX,MaxGyroY,MaxGyroZ,MaxMagX,MaxMagY,MaxMagZ,MedianAccX,MedianAccY,MedianAccZ,MedianGyroX,MedianGyroY,MedianGyroZ,MedianMagX,MedianMagY,MedianMagZ,MinAccX,MinAccY,MinAccZ,MinGyroX,MinGyroY,MinGyroZ,MinMagX,MinMagY,MinMagZ,RMSAccX,RMSAccY,RMSAccZ,RMSGyroX,RMSGyroY,RMSGyroZ,RMSMagX,RMSMagY,RMSMagZ,SkewAccX,SkewAccY,SkewAccZ,SkewGyroX,SkewGyroY,SkewGyroZ,SkewMagX,SkewMagY,SkewMagZ,StdAccX,StdAccY,StdAccZ,StdGyroX,StdGyroY,StdGyroZ,StdMagX,StdMagY,StdMagZ,VarianceAccX,VarianceAccY,VarianceAccZ,VarianceGyroX,VarianceGyroY,VarianceGyroZ,VarianceMagX,VarianceMagY,VarianceMagZ,meanAccX,meanAccY,meanAccZ,meanGyroY,meanGyroZ,meanMagX,meanMagY,meanMagZ
8.407668249999999,16.506467999999998,8.44597675,2.03275525,2.0795605,0.4378305,5.953046750000006,33.64372475,46.558096000000006,-1.6036433393265135,-1.786656260844987,-1.3926575628963638,-0.7063987401046736,-1.3264572342624323,-0.36597146246709933,-0.4742472361715633,-1.4623116022796097,-1.7093240693153267,0,6.712727656252385,10.0957160550185,5.083356713728039,0.8595808903418503,1.2749600712983462,0.376684004354609,4.814182126646147,4.54673032334216,38.81563358433389,6.589179,11.885423,8.609989,0.41242700000000004,0.611644,0.799181,-12.627672,88.393699,-13.613989000000002,1.4342,-1.3551875000000002,0.36154299999999995,-0.21741950000000002,-0.9655035000000001,0.116869,-22.188622,84.966186,-46.078113,-5.286667,-8.662664,-4.31936,-3.466526,-2.971161,-0.8706459999999999,-39.145782000000004,41.310522999999996,-75.226013,4.411533019564412,8.37596111458721,4.7760181193474445,1.5318335305169748,1.6781679991885499,0.493811965903217,25.43701705291218,73.91185391596721,49.009475538362324,-0.08247803311794155,0.1653560821839529,0.3768625177832655,-0.8599770471059595,-0.18246016890182226,-0.3787251804470527,-0.7478148208937752,-0.5843048091000801,0.026945015439619534,4.31167729155068,8.327283913432472,4.579434472349079,1.286359866396589,1.1850585289491864,0.48239373183050377,8.241992655727707,19.37099555589268,24.068978803868102,18.590561066473807,69.34365737491123,20.97122008653909,1.65472170587585,1.4043637170352097,0.23270371250935998,67.93044293706944,375.2354688264139,579.3157406610519,0.9333072999999998,0.9017023999999999,1.3561449000000005,-1.1882273,0.10557720000000001,-24.0647334,71.3283021,-42.6920713
3.73634225,1.2258932500000022,0.3579517499999998,0.2816335000000001,0.2753087500000001,0.5159290000000001,7.4413065,6.99031699999999,1.3526722499999977,-1.5460876946242954,-0.8534126050038378,-0.8244650672588691,-1.0381875600989374,-0.7301178993560318,-1.3414785976705517,-1.0293677771096268,-1.1019910720406814,-1.7757840622118328,0,3.382987657465007,0.6744676251458979,0.2342889568804569,0.1970281979249743,0.11608552980566095,0.4801340567530562,6.953815826906909,5.081633929950141,0.9056979736495742,4.362458,9.486311,4.252319,1.1005989999999999,1.472391,-0.756394,-13.529648000000002,46.361595,-36.478507,1.0798400000000001,8.8637865,3.387968,0.635337,0.7081855,-1.3201939999999999,-21.376842500000002,35.628072,-37.089391,-2.063907,6.306649,3.122198,0.448647,0.587675,-1.7974400000000001,-34.094711,30.847596999999997,-38.223892,2.7228072798457936,8.471458612216242,3.5634269995656918,0.7470644495901942,0.9379439000136149,1.355253650443156,23.791499913640155,37.577580531504594,37.22814661180901,0.028222244593745716,-0.9290896628394818,0.9060080255710226,0.6915663159775721,1.0695282859254023,0.13451889654475577,-0.45639199368914074,0.6167381410217239,-0.1706623760746459,2.484238415510111,1.2405554121993858,0.4281407182903624,0.24720131763706274,0.35268664723403903,0.3878995623344399,7.451412001199401,5.869608930938841,0.7645401579866072,6.171440505096188,1.538977730737188,0.18330447465818744,0.06110849144149998,0.12438787113718751,0.15046607045925003,55.52354081161847,34.45230900215701,0.5845216531741864,1.1145577500000003,8.38013325,3.5376132499999997,0.8691092499999999,-1.2985555,-22.594511000000004,37.116334,-37.22029525
3.5160645000000006,2.9857215000000004,0.9720957500000011,0.16997874999999996,0.19281574999999984,0.11218700000000009,6.764823999999997,5.682452250000004,1.3090365000000048,-1.3740388593834763,-1.4868376164875112,-1.3646575246674617,-0.9861650470643468,-0.7284346574307063,-1.1645045644077223,-1.1793771426126392,-1.2214533774617835,-0.7911450105280564,0,3.138049168849024,2.6446228419059556,0.7348147245468389,0.21558667119511812,0.06653177455543889,0.10799052169262037,7.3549976090189935,6.01772376647686,0.6469282889371638,2.628968,9.361806,6.177355,-0.369755,-1.127693,0.44497600000000004,-18.941507,49.608707,-52.885107999999995,-1.1923735,6.4814345,5.535676500000001,-0.7355455,-1.181623,0.329526,-27.059295,43.114479,-55.939528499999994,-4.223587,4.012887,4.386401,-1.021707,-1.684036,0.17759,-35.177085,36.620246,-56.550415,2.7605723603764676,6.89529255786232,5.452798768095037,0.7521139806463845,1.3136495655808478,0.3348671233063945,27.690826013206713,43.37353659593017,55.34749964482451,0.178635854041921,0.10701282363761418,-0.3913066798373768,0.25609427915807764,-1.0823334253638428,-0.25152691993757287,-2.3108584986220915e-07,-6.990309465991599e-07,1.0001083299103837,2.5750825514441766,2.04715930059711,0.6914788971625871,0.23138136273409637,0.22782074200275862,0.09734961043193754,5.880167713370532,4.733443269254285,1.44456200899252,6.63105014675225,4.1908612020212495,0.4781430652211877,0.053537335020687485,0.0519022904866875,0.009476946651250004,34.57637233736523,22.40548518324869,2.0867593978245056,-0.9948415,6.5843905,5.40877725,-1.29374375,0.32040450000000004,-27.059295499999998,43.11447775,-55.328644999999995
3.768666,0.5411169999999998,0.5363280000000001,0.16192300000000004,0.26019499999999984,0.975264,8.839368999999998,8.117790000000007,4.363457000000004,-1.1747483710186106,-0.3609333588419621,-0.8338514391258514,-1.5307239121791312,-1.7325078342210036,-1.7255694955784138,-1.3602093857420994,-1.3178850448625756,-1.0758844988874066,0,2.8185646993854703,0.667368184422581,0.39758054132333637,0.12437698271265353,0.1417486329068838,0.44104450796104644,7.756180132432189,2.94199874708715,2.3289412471328594,4.199644,9.538986,4.434288,0.635071,1.208201,-0.500727,-17.498344,47.263568,-34.209509999999995,-0.483653,8.835055,3.323321,0.55118,0.9687790000000001,-0.798207,-22.729808,34.635898,-40.841964000000004,-3.141353,7.29311,3.055157,0.395383,0.8731709999999999,-1.6855849999999999,-34.275108,32.65155,-42.412811,2.65617877705662,8.773977411433265,3.602603523781211,0.5378819757446796,1.0414009589720954,1.1289260038650009,25.703133896245824,38.58486378518926,39.56733860037232,0.4316818787483285,-0.9920998428703687,0.7863596104933483,-0.2786923171345523,0.2707633952298895,-0.32264313495806646,-0.35277914158518053,0.6016802642632233,0.6848973849391377,2.655207374999143,0.7795060877358172,0.49452997842476637,0.0924658212846239,0.13800157660606635,0.49760984844209016,6.1085590650271175,5.631801266878178,3.100696261651995,7.05012620424984,0.6076297408171996,0.2445598995607999,0.008549928105840005,0.019044435145760003,0.24761556126655995,37.31449385092497,31.717185509610648,9.614317307022656,-0.07182960000000005,8.739282,3.5685000000000002,1.0322168,-1.0133402,-24.9667098,38.17164559999999,-39.4456584
3.36641875,1.4868760000000005,0.9541379999999995,0.19095099999999993,0.06431650000000033,0.472651,7.711899500000005,4.5549800000000005,2.4871737499999966,-1.4162483020814525,-0.9754306713615164,-1.5534319919617396,-0.8963808355866743,-0.7938019219107209,-1.8438176135203852,-1.8905006188973743,-1.529181052886358,-1.6082304975856403,0,2.996055906576087,0.7561145293190009,0.6354195892160054,0.10147522624339747,0.032969366834018354,0.3247610507592151,5.883999718077636,4.1455440934234105,1.6820129581957168,1.862784,8.993081,4.8461110000000005,-0.109826,-1.286153,0.670016,-18.400320999999998,40.408546,-46.776268,-1.635323,8.4471745,4.3840065,-0.477082,-1.437024,0.44937,-23.721981500000002,36.3496525,-49.219804499999995,-4.491751,5.890036,3.39994,-0.562038,-1.469115,0.084112,-28.141668,32.471153,-50.441573999999996,2.819738665972212,8.042497141380624,4.295217111802091,0.44400360314303755,1.409154986392377,0.48847519578787213,23.878539787222614,36.522920028721614,48.9380816268653,0.15065806640394963,-0.8377039494992736,-0.3372863123565897,0.9001650349466059,0.992193988323782,-0.11821926466878789,0.04985198758540676,0.030338954336750636,0.2930885248496669,2.4032450036394932,1.252517937114375,0.5970692382475421,0.17858123797028624,0.07171374647513538,0.2604989977159221,4.254375869129279,3.057088005339968,1.5234664680076424,5.775586547518187,1.5688011827932495,0.35649167526150016,0.031891258555,0.005142861433499992,0.06785972781099998,18.099714035829507,9.345787072393502,2.320950079143681,-1.47490325,7.944366500000001,4.253516,-1.407329,0.41321699999999995,-23.496488,36.394751,-48.914362749999995
4.539638,0.6943550000000007,0.14844800000000014,0.10972300000000007,0.26019500000000007,0.281501,5.592253999999997,6.674629999999993,5.410687000000003,-1.4077269600426148,-1.1925034858266643,-0.461231426382009,-1.2132282511094168,-1.0237624717353673,-0.9480581945055571,-1.3577968120565205,-1.6150482049875092,-1.1732583155296805,0,4.699975053851332,0.5395738035962732,0.12069419880188555,0.1599119926857957,0.3494389646862409,0.3277232899917894,4.814181385345028,5.081639860359003,4.657875081254656,5.4255379999999995,8.653086,3.9266910000000004,0.53813,1.331241,-0.40671599999999997,-21.467041000000002,44.55764,-34.733123,2.011232,8.289149,3.481347,0.430271,1.000205,-0.8256379999999999,-26.698504999999997,39.686965,-38.747505,-2.921075,7.22128,3.285012,0.306965,0.695002,-1.2363030000000002,-31.929969,35.177085,-45.903575,3.3101916377976366,8.08175561073981,3.540640747384179,0.41444684064690374,0.9889533311641151,0.9007323174899411,26.783083405808366,39.961448114307096,39.749926343975694,-0.12306024481303206,-0.5343875844557753,0.8540112371535719,0.2650893707153434,0.4074214522261116,0.27015694151123365,-0.06370722406454389,0.03445854044073858,-0.40648049190982805,3.0234986316021777,0.5195224250447714,0.21639178716670388,0.0843645526618852,0.22450555677987122,0.28000585563119934,3.758115295213684,3.6413055113524098,3.9779420466472555,9.141543975300241,0.2699035501244001,0.04682540555320007,0.00711737774584,0.05040274502503998,0.07840327918776004,14.123430572119034,13.259105827005433,15.824022926484156,1.3475253999999997,8.06504,3.534022,0.9631333999999999,-0.8561048000000001,-26.518109400000004,39.7952036,-39.5503808
2.9378350000000006,1.324061500000001,0.42618950000000044,0.17577150000000002,0.06897700000000029,0.27337750000000005,3.9686965,3.2471140000000034,1.0472295000000003,-1.5000000000000002,-1.5,-1.4999999999999996,-1.4999999999999996,-1.5000000000000018,-1.5000000000000004,-1.5000000000000004,-1.5,-1.4999999999999931,0,4.352091338892303,1.831713528101554,0.092294953306412,0.1405655163365162,0.07225758432330724,0.3956368498148754,4.54672735813772,4.011814855916427,0.25877487382018305,2.317705,8.739282000000001,5.9475,-0.283467,-1.668855,0.8396620000000001,-19.121902,40.408546,-50.267036,-0.622524,7.5038100000000005,5.157373000000001,-0.5402,-1.7175919999999998,0.55976,-22.188623,36.620246,-52.186954,-3.5579650000000003,6.091158999999999,5.095121,-0.6350100000000001,-1.806809,0.29290700000000003,-27.059295000000002,33.914318,-52.361495,2.47779522551979,7.522952265232602,5.413917574664087,0.5083985576261338,1.7320275259523639,0.6066734548593667,23.023086765467674,37.07683001705043,51.61388454882541,0.0009980267892124178,-0.08172074064790462,0.6934777179216391,0.4971665332239204,-0.34114852458512795,0.0292199141433096,-0.26975655458969205,0.20070030665861846,0.6892049142130288,2.398732498305025,1.0818979893231881,0.3879756503347427,0.14850486345870592,0.05712196928405828,0.22323298323550272,3.268204248001137,2.663503552073388,0.9488770081924335,5.7539175984246675,1.1705032593015572,0.15052510525266652,0.022053694470888893,0.0032629193748888972,0.049832964804222245,10.681159006652678,7.094251171907555,0.9003675766762235,-0.6209280000000001,7.444750333333334,5.399998,-1.7310853333333334,0.5641096666666667,-22.78994,36.98103666666667,-51.60516166666667
4.563581,0.18675700000000184,0.48365400000000025,0.22850299999999998,0.26791900000000013,0.7931010000000002,11.545299,9.380553999999997,3.1416869999999975,-1.5045153889031184,0.07320563947807424,-0.8638899632579657,-1.324676364367172,-1.6945330003488095,-1.5216288778214029,-1.6183126974503124,-1.2436705643863797,-0.8843342594615491,0,3.9190128526512873,0.14199326227293882,0.3478837149590286,0.10779407689866824,0.041063633645949615,0.756525951434635,7.488724622622655,5.349090922361887,2.5877072253397437,4.673719999999999,10.458406,2.935441,0.563963,1.055067,-0.752666,-15.513997,49.608707,-28.100666999999998,0.320839,10.008274,2.150103,0.26461999999999997,0.7421409999999999,-1.324455,-20.565065,37.161434,-33.511356,-2.394324,7.8438039999999996,1.915459,0.191914,0.714444,-1.923409,-31.929969,33.553527,-36.30397,2.7937004579478453,9.708982994483954,2.3094144435193527,0.36245231610075274,0.8569256020503764,1.3613566526687269,23.732371834215392,40.12090481122738,33.040153163156255,0.23409610797676383,-1.3467256517840536,0.7595314535541134,0.55835301862436,0.4582027238667129,-0.08782876244852253,-0.29575523743635673,0.5698608830417597,0.5802348561781785,2.678789511838883,0.9288616932227534,0.3769782725381398,0.14444872374569462,0.14685524929725874,0.45122836179149906,6.453614959833026,6.123243862834031,2.8393476781981173,7.175913248738,0.8627840451366404,0.14211261796584002,0.020865433791759997,0.02156646424616001,0.20360703448503997,41.64914604978064,37.49411540373463,8.06189523768904,0.7930000000000001,9.6644486,2.2784386000000003,0.8442482,-1.2844006,-22.8380456,39.650887600000004,-32.9179256
3.174873,1.216317,1.4988465,0.4880315,0.509071,0.275774,6.313836500000001,4.329486500000002,1.8326509999999985,-0.5843279154324077,-1.2780873279797513,-0.7215995999303626,-1.5526427285260607,-1.0093457638432672,-0.6076159952164568,-1.0628620145739511,-1.0324696788849415,-1.321670982729381,0,2.797265635914419,0.9158567640507776,0.8306605101665704,0.4209078046293034,0.5050098980762522,0.2282214073012228,3.476906801501788,4.011814855916427,1.0350787388496834,3.2706459999999997,9.218147,4.295417,0.252103,0.028137,0.5696140000000001,-16.596368,40.588943,-41.191043,-1.939402,8.576467999999998,3.7351449999999997,-0.15376900000000002,-0.639262,0.371471,-19.482692,35.357479,-43.460041,-4.31936,7.1159300000000005,1.015193,-0.500518,-1.205991,-0.13986300000000002,-29.043643,31.027991999999998,-44.158190999999995,2.906549324541929,8.398238815902593,3.363814198508252,0.3053680113167904,0.7590421804834978,0.3837936917809582,21.6737277168406,35.3157084622312,42.97679678769718,0.7365143354838197,-0.46891497279897454,-0.8015721587595028,0.024505005177227812,0.03187580176474921,-0.7613625752702062,-0.6959459143891104,0.3615645196515777,0.5386460192562178,2.478230096835264,0.7756080585734005,1.1270075332108294,0.2768881781909773,0.408838561010508,0.23215836452345215,4.46258454026877,3.126025511227929,1.1518331274476854,6.141624412860123,0.6015678605239996,1.2701459799139587,0.07666706322191838,0.16714896896914286,0.05389750621820409,19.91466077904583,9.772035496847836,1.326719553485916,-1.5186851428571428,8.362346999999998,3.1694005714285716,-0.6395280000000001,0.3056142857142857,-21.20933314285714,35.177083857142854,-42.961358714285716
2.154891,1.6856039999999997,0.847591,0.11052300000000001,0.32171400000000006,0.48869700000000016,9.019764000000002,10.823719000000004,4.887072999999997,-0.7959384199955375,-1.0723143421031442,-1.6651904092215641,-0.8633918099576516,-1.440891496581315,-1.0109069521837961,-1.369693742426434,-1.3526773694898715,-1.3544923876824673,0,2.555877238310648,1.2424399329365352,0.7525644383067881,0.08607543699977972,0.26770606958446413,0.4742103195890167,7.488724622622655,5.883998976776535,2.587710190544173,4.984982,10.300381,3.141353,0.43985799999999997,1.3967559999999999,-0.576096,-18.580717,50.691082,-28.798821999999998,0.833225,9.462368,2.61939,0.296844,1.144018,-1.224852,-24.353366,37.341827,-35.780353000000005,-3.5244449999999996,7.1063529999999995,2.063907,0.094707,0.8582569999999999,-1.6411099999999998,-34.094711,33.373129999999996,-37.525737,2.8410405254950866,9.172750270435797,2.615593167205596,0.3064628994896446,1.1624608329710726,1.267015539292948,26.0035932432686,40.63958246799289,34.19499063287156,0.1741496196467998,-0.6168456845817639,-0.015000308658978475,-0.3628161816958541,-0.12369486833734065,0.4998710930820087,-0.31306232918184274,0.5117224761167041,0.5305793354404542,2.7905083056167808,1.187509776322806,0.4350097191735376,0.1154106468319106,0.19902483819925593,0.380431364375757,5.73373276634238,6.697891809957729,3.3042640087179844,7.786936603716238,1.4101794688622404,0.18923345577544004,0.013319617402159997,0.039610886220240005,0.14472802300079995,32.87569143582824,44.861754697898824,10.918160639309045,0.5334554,9.0955576,2.5791654,1.1452966,-1.2085529999999998,-25.363579599999998,40.083836,-34.0349706
